seq,t,dt,source,eventType,accelX,accelY,accelZ,accelGX,accelGY,accelGZ,rotAlpha,rotBeta,rotGamma,orientAlpha,orientBeta,orientGamma,absolute,interval,label
1580,1780973682424,52787.5,phone,sample,2.6,0.4,-4.9,-7.2,0.5,-4.9,-40.5,-431.6,-24.599999999999998,113.30000000000001,179.4,-86.9,False,16,
1581,1780973682457,52820.60000000149,phone,sample,0.9,0.8,-2.3000000000000003,-8.5,0.8,0.5,-25.8,-616.9,88.60000000000001,295.3,0,73.5,False,16,
1582,1780973682490,52854.300000000745,phone,sample,-0.30000000000000004,-1.8,-1.4000000000000001,-8.200000000000001,-1.6,4.5,-56.800000000000004,-719.2,90.30000000000001,297.8,1.7000000000000002,53.2,False,16,
1583,1780973682524,52887.800000000745,phone,sample,2.2,-0.2,9.3,-2.8000000000000003,0.2,17.7,-49.50000000000001,-411.3,60.900000000000006,300.7,2.1,30.700000000000003,False,16,
1584,1780973682557,52920.699999999255,phone,sample,2.8000000000000003,1.6,4.3,-0.7000000000000001,2.1,13.5,12.7,-239.5,77.80000000000001,302.8,2.5,21.3,False,16,
1585,1780973682591,52954.39999999851,phone,sample,8.3,-2.2,2,6,-1.7000000000000002,11.600000000000001,-27.099999999999998,-245.20000000000002,65.89999999999999,305.3,3.1,13.5,False,16,
1586,1780973682624,52987.300000000745,phone,sample,4.5,-1.5,1.6,3.9000000000000004,-1.2000000000000002,11.4,-74.2,-232.2,0.7,307.3,1.6,4,False,16,
1587,1780973682691,53054.39999999851,phone,sample,1.4000000000000001,2.1,1,1.8,1.9000000000000001,10.8,16.3,54.800000000000004,32.300000000000004,307.8,-1.4000000000000001,-2.3000000000000003,False,16,
1588,1780973682657,53020.800000000745,phone,sample,-4.5,2,5.800000000000001,-4.1000000000000005,1.9000000000000001,15.600000000000001,-48.800000000000004,-66.4,7.1000000000000005,307.1,-0.7000000000000001,-2.1,False,16,
1589,1780973682723,53087.300000000745,phone,sample,3.6,-0.2,-1.9000000000000001,3.8000000000000003,-0.4,7.9,-0.6000000000000001,-36.300000000000004,12.9,308.70000000000005,-1.1,-0.9,False,16,
1590,1780973682757,53120.800000000745,phone,sample,-0.8,-0.7000000000000001,-0.5,-0.1,-1,9.3,-6.1000000000000005,-152.5,-17.300000000000004,308.70000000000005,-1.3,-4,False,16,
1591,1780973682790,53154.300000000745,phone,sample,-0.6000000000000001,-1.5,-0.2,1,-1.7000000000000002,9.4,4.2,-206.80000000000004,-55.1,307.70000000000005,-1.5,-9.5,False,16,
1592,1780973682824,53188.10000000149,phone,sample,-0.9,2.2,-2.4000000000000004,1.9000000000000001,2.1,7,17.799999999999997,-52.80000000000001,-15.6,306.1,-0.9,-15.5,False,16,
1593,1780973682891,53254.39999999851,phone,sample,-0.5,-0.5,-2.7,2.4000000000000004,-0.6000000000000001,6.7,-19.5,-33.1,-6.4,306,-0.9,-17.3,False,16,
1594,1780973682857,53221.10000000149,phone,sample,0.9,0.30000000000000004,-0.30000000000000004,3.7,0.2,9.1,-11.000000000000002,1.1,10.4,306,-0.5,-16.8,False,16,
1595,1780973682924,53287.800000000745,phone,sample,-1.9000000000000001,-0.6000000000000001,-0.2,1.1,-1,9.200000000000001,-52.80000000000001,-44.7,32.6,305.6,-2,-18.1,False,16,
1596,1780973682957,53320.699999999255,phone,sample,-3.3000000000000003,-0.2,-1.4000000000000001,0.30000000000000004,-0.9,7.7,-42.3,-233.2,67.3,306.5,-3.9000000000000004,-21.5,False,16,
1597,1780973682991,53354.39999999851,phone,sample,7.6000000000000005,-0.1,-0.2,12.3,-1.3,8.3,-31.400000000000002,-112.7,3.1,308.3,-6.7,-29.400000000000002,False,16,
1598,1780973683024,53387.39999999851,phone,sample,-0.4,1,2.4000000000000004,4.9,-0.2,10.600000000000001,-14,-101.4,-15.5,307.70000000000005,-7.300000000000001,-32.7,False,16,
1599,1780973683057,53421.199999999255,phone,sample,1.4000000000000001,1,-1.1,7.1000000000000005,-0.1,6.800000000000001,8.4,-158.9,-31.7,307.3,-7,-35.4,False,16,
1600,1780973683090,53454,phone,sample,-1.8,1.7000000000000002,-2,4.800000000000001,0.7000000000000001,5.2,-19.1,-209.8,4.300000000000001,306.6,-6.2,-42.5,False,16,
1601,1780973683124,53487.60000000149,phone,sample,4.4,-2.3000000000000003,3.4000000000000004,11.700000000000001,-3.6,9.9,21.300000000000004,-192.2,47.400000000000006,306.90000000000003,-7.5,-48.300000000000004,False,16,
1602,1780973683157,53520.800000000745,phone,sample,3.9000000000000004,-1.4000000000000001,-2.4000000000000004,11.8,-2.7,3.2,-45,-210,-0.30000000000000004,307.6,-7.9,-55,False,16,
1603,1780973683191,53554.60000000149,phone,sample,0.2,-0.1,0.1,9,-1.6,4.1000000000000005,-69.20000000000002,-287.3,-3.4,305.1,-8.6,-65.7,False,16,
1604,1780973683224,53587.89999999851,phone,sample,1.5,-0.30000000000000004,-1,10.8,-1.9000000000000001,1.7000000000000002,-70.10000000000001,-195.1,-3.9,303.1,-9.3,-74.10000000000001,False,16,
1605,1780973683257,53620.699999999255,phone,sample,0.2,0.9,-1.4000000000000001,9.700000000000001,-0.7000000000000001,0.1,-26.000000000000004,-284.3,24.7,301.40000000000003,-9.9,-81.30000000000001,False,16,
1606,1780973683290,53654.199999999255,phone,sample,-0.2,-0.1,0.2,9.4,-2,-0.1,-38.900000000000006,-325.4,40.2,120.60000000000001,-169.10000000000002,88.60000000000001,False,16,
1607,1780973683323,53687.300000000745,phone,sample,-0.1,-0.7000000000000001,0.7000000000000001,9.3,-2.7,-1.2000000000000002,-27.700000000000003,-254.6,37.300000000000004,119.4,-167.9,78.60000000000001,False,16,
1608,1780973683357,53720.60000000149,phone,sample,-3.1,1.1,-11,5.9,-1.2000000000000002,-14,-44.2,-12.7,37.1,118.30000000000001,-167,72.2,False,16,
1609,1780973683390,53754.10000000149,phone,sample,1,2,-0.30000000000000004,10.100000000000001,-0.4,-2.8000000000000003,28.400000000000002,163.29999999999998,12,117.4,-166.10000000000002,73.3,False,16,
1610,1780973683424,53787.699999999255,phone,sample,-1.3,1,-1.1,8,-1.4000000000000001,-3,-30.000000000000004,-39.699999999999996,-32.6,117.9,-166.10000000000002,78.2,False,16,
1611,1780973683457,53821.199999999255,phone,sample,-2.1,0.30000000000000004,2.4000000000000004,7,-1.8,-0.30000000000000004,-54.4,-279,9.600000000000001,116.80000000000001,-167.3,73.10000000000001,False,16,
1612,1780973683490,53854,phone,sample,-0.5,1.6,0,8.1,-0.6000000000000001,-4.1000000000000005,-41.50000000000001,-188.3,4.9,115.30000000000001,-167.4,64.4,False,16,
1613,1780973683525,53888.800000000745,phone,sample,1.1,1.4000000000000001,0.30000000000000004,9.200000000000001,-0.7000000000000001,-4.7,-33.300000000000004,-163.4,-8.5,114.2,-167.9,58.400000000000006,False,16,
1614,1780973683557,53920.699999999255,phone,sample,-2.4000000000000004,0.5,3.5,5.300000000000001,-1.4000000000000001,-2.3000000000000003,-2.3,-141.70000000000002,-19.9,113.9,-169.20000000000002,52.7,False,16,
1615,1780973683592,53955.5,phone,sample,-1,0.8,0.6000000000000001,6.2,-1,-5.800000000000001,-3.6000000000000005,-127.3,-17,114.30000000000001,-169.5,49.300000000000004,False,16,
1616,1780973683623,53987.300000000745,phone,sample,0.9,0.8,0.1,7.7,-0.9,-6.7,-33.1,-83.89999999999999,-21.8,114.4,-170.3,44.5,False,16,
1617,1780973683657,54020.699999999255,phone,sample,-0.5,1.2000000000000002,3.7,6,-0.2,-3.5,-41.50000000000001,-88.60000000000001,-38.400000000000006,114.2,-171.8,42,False,16,
1618,1780973683690,54054,phone,sample,-7.1000000000000005,0.1,2.3000000000000003,-1.1,-1,-5.300000000000001,-44.300000000000004,-192.9,13.100000000000001,114.30000000000001,-173.4,38.1,False,16,
1619,1780973683724,54087.800000000745,phone,sample,1.3,-0.8,1.5,5.9,-1.6,-7,-40.300000000000004,-347.90000000000003,-3.8,112.5,-174.9,28.6,False,16,
1620,1780973683757,54121,phone,sample,0.4,0.8,-3.3000000000000003,3.2,0.1,-12.600000000000001,-67.10000000000001,-324.09999999999997,3.5,112.10000000000001,-175.8,17.1,False,16,
1621,1780973683790,54154,phone,sample,0.5,0.5,-2.4000000000000004,2.1,-0.4,-11.5,-42.400000000000006,-30.599999999999998,25.900000000000002,111,-177.9,9.600000000000001,False,16,
1622,1780973683823,54187.300000000745,phone,sample,2.1,1.4000000000000001,-0.6000000000000001,2.1,-0.8,-10.700000000000001,-79.6,-233.70000000000002,-21.8,110.10000000000001,-179.3,8.1,False,16,
1623,1780973683857,54220.800000000745,phone,sample,0.30000000000000004,-1.2000000000000002,-2.6,0.2,-0.8,-12.4,-77.1,-238.29999999999998,-40.300000000000004,111.30000000000001,177.8,-0.8,False,16,
1624,1780973683890,54254.10000000149,phone,sample,-0.1,0.30000000000000004,-2.9000000000000004,-1.3,1,-12.600000000000001,-55,-154.40000000000003,-6.1000000000000005,112.2,175.9,-6.6000000000000005,False,16,
1625,1780973683923,54287.300000000745,phone,sample,1.6,0.4,-2.7,-0.30000000000000004,1.4000000000000001,-12.3,-56.300000000000004,-100.5,-29.700000000000006,112.7,174.10000000000002,-11.100000000000001,False,16,
1626,1780973683957,54320.60000000149,phone,sample,-0.9,-1.1,-1.3,-4.2,0.4,-10.4,-109.60000000000001,-380.90000000000003,10.5,114.2,171.3,-19.8,False,16,
1627,1780973683990,54354.300000000745,phone,sample,-0.7000000000000001,-0.4,0.9,-5.9,1.6,-7.2,-114.3,-403.8,-6.1000000000000005,115.2,168.8,-29.5,False,16,
1628,1780973684023,54387.300000000745,phone,sample,-1.4000000000000001,1.7000000000000002,3.8000000000000003,-8.1,4.1000000000000005,-3,-54.50000000000001,-222.5,-4.9,118.10000000000001,165.9,-44.6,False,16,
1629,1780973684059,54422.5,phone,sample,-2.7,1.3,1.8,-9.8,3.8000000000000003,-4.4,3.8,-39.9,25.5,118,164.8,-49.2,False,16,
1630,1780973684091,54454.5,phone,sample,1.5,-1.9000000000000001,1.5,-5.800000000000001,0.8,-4.5,-27.3,-104.7,47.80000000000001,117.7,164,-50.400000000000006,False,16,
1631,1780973684124,54487.39999999851,phone,sample,-0.2,-1.1,3.7,-7.800000000000001,1.9000000000000001,-1.8,-32.300000000000004,-152.9,34.800000000000004,117.9,162.5,-54.5,False,16,
1632,1780973684157,54520.800000000745,phone,sample,1.4000000000000001,1.1,3.7,-6.5,4.3,-1,19.400000000000002,-124,45.3,117.4,161,-59,False,16,
1633,1780973684190,54554.10000000149,phone,sample,-2.3000000000000003,-0.30000000000000004,-1.7000000000000002,-10.5,2.9000000000000004,-6,47.5,-78.9,13.700000000000001,115.9,160.9,-61.900000000000006,False,16,
1634,1780973684224,54587.300000000745,phone,sample,0.2,-2,-2.3000000000000003,-5.800000000000001,1.7000000000000002,-4.7,-8,-210.50000000000003,56.400000000000006,114.60000000000001,160.3,-65.4,False,16,
1635,1780973684257,54621.199999999255,phone,sample,2.8000000000000003,-1.9000000000000001,-3.7,-6,1.7000000000000002,-6.2,-17.6,-166.8,-5.2,114.80000000000001,158.8,-74.2,False,16,
1636,1780973684290,54654.199999999255,phone,sample,0.8,0.1,2.6,-8.1,3.7,0.7000000000000001,-50.2,-23.2,7.1000000000000005,116.10000000000001,158.70000000000002,-78.10000000000001,False,16,
1637,1780973684324,54687.60000000149,phone,sample,-0.1,-1.2000000000000002,2.8000000000000003,-9,2.5,1.2000000000000002,-22.3,-77.4,22.4,117.2,158,-79.7,False,16,
1638,1780973684357,54720.800000000745,phone,sample,6.4,0.30000000000000004,-6.6000000000000005,-2.7,4.1000000000000005,-7.300000000000001,-44.00000000000001,-222.70000000000002,-2.7,118.10000000000001,157.3,-85.5,False,16,
1639,1780973684391,54754.39999999851,phone,sample,3.4000000000000004,0.6000000000000001,-3.1,-6.9,3.8000000000000003,-0.4,-114.99999999999999,-207.79999999999998,-30.699999999999996,300,22.5,88.4,False,16,
1640,1780973684428,54791.39999999851,phone,sample,-6,-0.8,5,-15,2.4000000000000004,7,-30.3,-171.20000000000002,-41,305.40000000000003,18.900000000000002,77.30000000000001,False,16,
1641,1780973684458,54822,phone,sample,-6.2,-2.6,-2.2,-15.200000000000001,0.5,0.4,-31.3,-319.5,7.9,305.7,18.400000000000002,73.8,False,16,
1642,1780973684490,54854,phone,sample,2.4000000000000004,0.9,-0.8,-6,3.9000000000000004,3.4000000000000004,-101.6,-291,-3.4,307.90000000000003,17.8,63.300000000000004,False,16,
1643,1780973684524,54887.300000000745,phone,sample,0.6000000000000001,0.30000000000000004,3.5,-7.1000000000000005,2.8000000000000003,8.4,-93.8,-259.40000000000003,-24.400000000000002,310.5,15.9,54.2,False,16,
1644,1780973684557,54920.699999999255,phone,sample,1.6,-1,0.7000000000000001,-5.1000000000000005,1.2000000000000002,7.5,-169.39999999999998,-366.49999999999994,-32.400000000000006,312.8,12.9,44.5,False,16,
1645,1780973684590,54954.199999999255,phone,sample,1.4000000000000001,-0.2,4.9,-3.4000000000000004,1,13.4,-252.50000000000003,-517.6,-17.300000000000004,316.20000000000005,6.7,29.6,False,16,
1646,1780973684623,54987.199999999255,phone,sample,-1.9000000000000001,0.9,2.4000000000000004,-4.7,0.8,11.8,-92.39999999999999,-26.000000000000004,7.500000000000001,318.70000000000005,-0.2,16.1,False,16,
1647,1780973684657,55020.89999999851,phone,sample,4.6000000000000005,-2.2,1.1,1.7000000000000002,-2.5,10.4,-0.6000000000000001,2.7,-17.7,319.3,-1.8,17.2,False,16,
1648,1780973684690,55053.89999999851,phone,sample,0.8,0,-7.1000000000000005,-1.7000000000000002,-0.2,2.4000000000000004,76.89999999999999,-107.7,-21.8,318,-0.9,14.600000000000001,False,16,
1649,1780973684724,55088,phone,sample,-3.1,0.1,2.6,-4.5,0,12.3,-34.400000000000006,-271,-15.399999999999999,317.3,-0.9,8.4,False,16,
1650,1780973684757,55120.800000000745,phone,sample,0,0.9,3,0,0.6000000000000001,12.8,22.700000000000003,-198.79999999999998,-11.6,317.1,-1.6,0.2,False,16,
1651,1780973684791,55154.300000000745,phone,sample,3.5,-1.5,-9.5,4.3,-1.5,0.2,35.9,-77.60000000000001,-31.6,316.70000000000005,-0.1,-4.3,False,16,
1652,1780973684824,55188.199999999255,phone,sample,1.7000000000000002,-0.2,-2.6,2.5,-0.1,7.2,10.600000000000001,58,-89.70000000000002,314,1,-4.9,False,16,
1653,1780973684890,55254.10000000149,phone,sample,-3.2,1.1,3,-2.1,1.2000000000000002,12.700000000000001,-26.6,-188.9,-7.699999999999999,310.1,0.4,-6.300000000000001,False,16,
1654,1780973684857,55220.60000000149,phone,sample,-6.1000000000000005,-1.3,-1.6,-5.5,-1.1,8.200000000000001,-14.700000000000001,-25.4,-59.1,311.20000000000005,1.2000000000000002,-3.4000000000000004,False,16,
1655,1780973684924,55287.39999999851,phone,sample,3,1,-0.7000000000000001,5.300000000000001,1,8.9,3.8,-202.40000000000003,-25,309.90000000000003,0,-13.4,False,16,
1656,1780973684961,55325.10000000149,phone,sample,1,-1.2000000000000002,-1.3,5.2,-0.5,8.200000000000001,-0.9000000000000001,-73,5.7,309.40000000000003,1.2000000000000002,-20.5,False,16,
1657,1780973684992,55355.5,phone,sample,2.1,-2,2.3000000000000003,5.9,-1.9000000000000001,11.3,13.3,-102.4,-7.8,309.5,0.8,-22.5,False,16,
1658,1780973685023,55387.300000000745,phone,sample,1.9000000000000001,-0.5,-1.3,6,-0.30000000000000004,7.6000000000000005,24.400000000000002,-155.4,-32.6,309.40000000000003,1.2000000000000002,-25.1,False,16,
1659,1780973685057,55420.699999999255,phone,sample,-4.4,1.9000000000000001,-3.1,0.5,2.1,5.4,-48.2,-58.3,22.2,308.90000000000003,1.4000000000000001,-30,False,16,
1660,1780973685090,55454,phone,sample,4.2,-1.8,4.2,9.200000000000001,-1.9000000000000001,12.600000000000001,-19.799999999999997,-51,5.500000000000001,309.1,-0.2,-30.8,False,16,
1661,1780973685124,55487.89999999851,phone,sample,2.2,0.1,2.3000000000000003,7.7,0,10.4,-28.200000000000003,-204.70000000000002,-9.3,308.6,-0.9,-34.300000000000004,False,16,
1662,1780973685158,55521.300000000745,phone,sample,2,1.4000000000000001,1.5,8.5,1.2000000000000002,8.8,-55.5,-243.60000000000002,-18.4,307.6,-1.5,-42,False,16,
1663,1780973685223,55587.300000000745,phone,sample,2.6,0.7000000000000001,-2,10.8,0.5,3.3000000000000003,-19.400000000000002,-207.10000000000002,-1.6,305.1,-1.4000000000000001,-57.6,False,16,
1664,1780973685191,55554.699999999255,phone,sample,0.2,-0.9,2.3000000000000003,7.800000000000001,-1.2000000000000002,8.5,-4.7,-208.4,-30.5,305.6,-1.7000000000000002,-51.400000000000006,False,16,
1665,1780973685257,55621,phone,sample,1.7000000000000002,1.9000000000000001,-1.4000000000000001,10.5,1.6,2.9000000000000004,-37.6,-214.29999999999998,5.500000000000001,304.6,-1.7000000000000002,-62.5,False,16,
1666,1780973685290,55654.199999999255,phone,sample,1.4000000000000001,1.6,-3.3000000000000003,10.8,1.1,-0.30000000000000004,-58.5,-313.8,44.300000000000004,303.40000000000003,-2.9000000000000004,-72.2,False,16,
1667,1780973685324,55687.699999999255,phone,sample,-0.1,1.9000000000000001,1.7000000000000002,9.600000000000001,1.1,3.1,-73.4,-230.5,34.800000000000004,301.3,-4.9,-81.60000000000001,False,16,
1668,1780973685357,55720.60000000149,phone,sample,-0.7000000000000001,2,0,9.1,1.1,0.2,-3.4,-202,9.600000000000001,300.3,-5.6000000000000005,-87.9,False,16,
1669,1780973685390,55754,phone,sample,-5,2.9000000000000004,1.4000000000000001,4.7,1.9000000000000001,-0.1,-3,-462.2000000000001,14.200000000000001,120.10000000000001,-174.20000000000002,84.80000000000001,False,16,
1670,1780973685424,55787.89999999851,phone,sample,-3.2,0,2.8000000000000003,5.6000000000000005,-1.1,-1.3,34.50000000000001,-522.4,-2.3,120.4,-173.5,65.2,False,16,
1671,1780973685458,55822.10000000149,phone,sample,-1.1,-6,1.6,6.300000000000001,-7.2,-4.7,-0.30000000000000004,-422.8,0.9000000000000001,121.10000000000001,-173,49.400000000000006,False,16,
1672,1780973685491,55854.39999999851,phone,sample,-4.2,-0.2,-5.4,2.2,-1.5,-12.8,37.400000000000006,-120.50000000000001,-8.100000000000001,122.60000000000001,-172.20000000000002,41,False,16,
1673,1780973685523,55887.300000000745,phone,sample,-1.3,0.4,-0.1,4.800000000000001,-1.1,-7.6000000000000005,30.9,14.200000000000001,22.5,123.2,-171,39,False,16,
1674,1780973685557,55920.60000000149,phone,sample,2.5,0.8,0.1,8.4,-0.9,-7.6000000000000005,-80.4,-232.3,31.5,122.4,-170.20000000000002,39,False,16,
1675,1780973685590,55954,phone,sample,2.5,-0.7000000000000001,-2.6,7.2,-2,-11.100000000000001,-154.00000000000003,-308.1,37.400000000000006,119.2,-172.60000000000002,29,False,16,
1676,1780973685624,55988.10000000149,phone,sample,0.7000000000000001,1.3,-0.6000000000000001,4.1000000000000005,0.9,-9.8,-161.8,-214.5,-13.200000000000003,116.60000000000001,-177.20000000000002,19.900000000000002,False,16,
1677,1780973685657,56021,phone,sample,-2.6,1.2000000000000002,0.1,-0.30000000000000004,1.5,-9.4,-93.00000000000001,-115.50000000000003,8.8,115.5,178.3,13.9,False,16,
1678,1780973685690,56053.89999999851,phone,sample,-3.1,0.1,-3.5,-1.2000000000000002,0.7000000000000001,-13.100000000000001,-54.50000000000001,-87.80000000000001,17.400000000000002,114.7,176.10000000000002,11,False,16,
1679,1780973685723,56087.199999999255,phone,sample,-3.2,1.1,-0.8,-2.1,2.2,-10.5,-68.2,-170.1,24,113.5,173.60000000000002,6.1000000000000005,False,16,
1680,1780973685757,56120.60000000149,phone,sample,-1.3,-0.9,6.7,-1.2000000000000002,0.5,-3,14.800000000000002,-196.7,36.7,112.4,172,1,False,16,
1681,1780973685790,56153.89999999851,phone,sample,1.1,0.5,-6.5,0.1,1.7000000000000002,-16.2,3.3000000000000007,-137.70000000000002,30.000000000000004,111.5,172.8,-4.6000000000000005,False,16,
1682,1780973685823,56187.199999999255,phone,sample,-0.8,-0.8,-1.3,-2.3000000000000003,0.5,-10.9,-5.4,-39.300000000000004,-4,110.80000000000001,172.8,-8.5,False,16,
1683,1780973685857,56220.800000000745,phone,sample,-18.3,-0.9,2.7,-20,0.4,-6.9,8.700000000000001,-102.7,6.300000000000001,110.9,172.60000000000002,-10.5,False,16,
1684,1780973685890,56253.89999999851,phone,sample,-0.6000000000000001,0.7000000000000001,0.6000000000000001,-3.2,2,-8.700000000000001,20.5,-77.60000000000001,40.9,108.5,172.8,-15.4,False,16,
1685,1780973685924,56287.60000000149,phone,sample,-1.7000000000000002,0.6000000000000001,0.8,-4.4,1.7000000000000002,-8.6,52.300000000000004,17.400000000000002,20.2,107.5,173.3,-16,False,16,
1686,1780973685957,56320.60000000149,phone,sample,-1.5,-0.30000000000000004,1.5,-4.4,0.6000000000000001,-7.800000000000001,62.4,-77.80000000000001,60.300000000000004,106,174.5,-17.1,False,16,
1687,1780973685990,56353.89999999851,phone,sample,-1.2000000000000002,0.6000000000000001,-1.5,-4.6000000000000005,1.5,-10.600000000000001,-14.700000000000001,-89.6,73.30000000000001,103.30000000000001,175.20000000000002,-20.6,False,16,
1688,1780973686024,56388.10000000149,phone,sample,-1.3,-0.7000000000000001,1.3,-5.2,0.4,-7.6000000000000005,-58.60000000000001,-152.2,100,101.7,173.8,-22.8,False,16,
1689,1780973686057,56420.800000000745,phone,sample,2.1,-2.8000000000000003,2.5,-2.6,-1.1,-6,-25,-86.3,70.8,99.30000000000001,170.3,-28.5,False,16,
1690,1780973686090,56453.89999999851,phone,sample,0.6000000000000001,-0.7000000000000001,1.6,-4.2,1.2000000000000002,-6.800000000000001,-19.200000000000003,-16.200000000000003,57.49999999999999,97.9,168.8,-29.8,False,16,
1691,1780973686123,56487.199999999255,phone,sample,-3.1,0.4,2.6,-7.9,2.6,-5.6000000000000005,-40.5,-104.10000000000001,82.7,96.10000000000001,167,-30.400000000000002,False,16,
1692,1780973686157,56521.199999999255,phone,sample,1.3,-1.8,2.1,-3.9000000000000004,0.8,-5.9,-18.4,-83.80000000000001,73.4,94.2,164.8,-33.2,False,16,
1693,1780973686190,56553.89999999851,phone,sample,2.6,-0.5,0.2,-3.1,2.5,-7.2,-40.7,-195.20000000000002,19.1,93.10000000000001,162.8,-37.4,False,16,
1694,1780973686223,56587.300000000745,phone,sample,1.6,-0.4,0.6000000000000001,-4.800000000000001,2.8000000000000003,-6.1000000000000005,-33.2,-131.9,4.2,93.7,161.5,-43.5,False,16,
1695,1780973686257,56620.5,phone,sample,0.7000000000000001,0.2,-0.9,-6.2,3.4000000000000004,-7.1000000000000005,-52.400000000000006,-144.9,-18.8,94.60000000000001,160.9,-47.7,False,16,
1696,1780973686290,56654,phone,sample,1.6,-1.5,1.3,-5.9,1.9000000000000001,-4.1000000000000005,-68.2,-215.7,-20.8,96.7,160.10000000000002,-54.2,False,16,
1697,1780973686323,56687.300000000745,phone,sample,0.6000000000000001,-0.4,-1.9000000000000001,-7.5,3,-6.2,-67.00000000000001,-219.3,-16.3,99.10000000000001,159.60000000000002,-62.2,False,16,
1698,1780973686357,56720.60000000149,phone,sample,1.9000000000000001,-0.2,-0.8,-6.800000000000001,3.3000000000000003,-3.8000000000000003,-98,-146.1,-25.1,101.60000000000001,159.10000000000002,-69.2,False,16,
1699,1780973686390,56753.89999999851,phone,sample,-5.7,-0.9,2,-14.5,2.6,-0.30000000000000004,-93.8,-209.3,5.300000000000001,105,158.9,-75,False,16,
1700,1780973686424,56787.300000000745,phone,sample,0.7000000000000001,0.2,0.1,-8.3,3.8000000000000003,-0.8,-72.80000000000001,-198.3,0.30000000000000004,108.10000000000001,158.60000000000002,-84.2,False,16,
1701,1780973686457,56821.10000000149,phone,sample,0.4,-0.1,5.300000000000001,-8.700000000000001,3.5,5.2,-39.300000000000004,-80.10000000000001,29,110.30000000000001,158,-89.5,False,16,
1702,1780973686490,56854,phone,sample,-1.9000000000000001,2,-1.1,-10.9,5.800000000000001,-0.5,-28.200000000000003,-133.9,-8.8,291,22.6,86.2,False,16,
1703,1780973686523,56887.300000000745,phone,sample,0.2,0,3.1,-8.8,3.6,4.4,-124.7,-77.60000000000001,-24.599999999999998,293.2,21.700000000000003,82.4,False,16,
1704,1780973686557,56920.800000000745,phone,sample,1.9000000000000001,-2.6,-3.1,-7.1000000000000005,0.8,-0.9,-128,-297.20000000000005,-11.700000000000001,297,20,76.10000000000001,False,16,
1705,1780973686591,56954.89999999851,phone,sample,1.7000000000000002,1.4000000000000001,-0.30000000000000004,-6.7,4.3,3.8000000000000003,-150.4,-206.00000000000003,-67.2,301.8,17.400000000000002,63.900000000000006,False,16,
1706,1780973686624,56987.60000000149,phone,sample,3.2,-1,2.4000000000000004,-4.6000000000000005,1.2000000000000002,7.800000000000001,-157.5,-289.5,-48.2,305.2,13.100000000000001,55.400000000000006,False,16,
1707,1780973686659,57022.89999999851,phone,sample,0,-0.1,0,-7,1.5,6.6000000000000005,-127.6,-158.50000000000003,-27.700000000000003,307.70000000000005,9.4,46.900000000000006,False,16,
1708,1780973686691,57054.699999999255,phone,sample,1.5,-1,5.4,-5.2,0,12.5,-104.50000000000001,-47.2,-11.3,310.20000000000005,6,43,False,16,
1709,1780973686757,57120.800000000745,phone,sample,3.1,0.8,-0.2,-2.9000000000000004,1.3,7.5,-34.400000000000006,-183.2,-32.5,311.5,2.9000000000000004,37.9,False,16,
1710,1780973686723,57087.10000000149,phone,sample,1,-0.5,0.7000000000000001,-5.4,0.2,8.1,-28.500000000000004,-67.10000000000001,-16.700000000000003,311.40000000000003,4.2,41.6,False,16,
1711,1780973686790,57154.199999999255,phone,sample,2.6,-0.30000000000000004,1.8,-2.6,-0.1,10.100000000000001,-35,-369.5,-45.8,311.3,1.6,32.1,False,16,
1712,1780973686825,57188.699999999255,phone,sample,0.2,0.2,-3.8000000000000003,-2,0.1,5.7,-30.000000000000004,-567.7,-69.9,309.6,-0.2,13.200000000000001,False,16,
1713,1780973686857,57220.89999999851,phone,sample,-2.8000000000000003,-0.5,4.6000000000000005,-2,-0.7000000000000001,14.4,11.1,-459.79999999999995,-37.9,307.70000000000005,-0.9,-4.7,False,16,
1714,1780973686892,57255.60000000149,phone,sample,-4.5,0.30000000000000004,-2.6,-2.1,0.4,6.9,115.10000000000002,-73.9,-10.700000000000001,307.40000000000003,2.2,-15.100000000000001,False,16,
1715,1780973686924,57287.89999999851,phone,sample,-1.2000000000000002,-1.4000000000000001,0.8,1,-1,10.4,-37.300000000000004,70.4,4.1,307.90000000000003,2.5,-12.9,False,16,
1716,1780973686957,57320.5,phone,sample,0.5,-0.1,0.1,2.8000000000000003,0.2,9.700000000000001,-24.8,-194.00000000000003,15.399999999999999,307.90000000000003,1.7000000000000002,-13.600000000000001,False,16,
1717,1780973686990,57354,phone,sample,0.4,-0.1,3.9000000000000004,3.9000000000000004,0.1,13.100000000000001,-7.1000000000000005,-285.1,4.5,308.1,0.9,-21.3,False,16,
1718,1780973687024,57387.5,phone,sample,0.9,0.5,-0.9,5.9,0.7000000000000001,7.5,-6.600000000000001,-193.1,-7.6,308.1,1,-29.5,False,16,
1719,1780973687057,57420.60000000149,phone,sample,0.30000000000000004,0.5,3,5.9,0.6000000000000001,11,-1,-105.60000000000002,-6.4,307.5,0.8,-34.800000000000004,False,16,
1720,1780973687090,57454.10000000149,phone,sample,1.5,0.5,1.1,7.6000000000000005,0.7000000000000001,8.8,10.700000000000001,-148.60000000000002,-8.3,307.5,1,-38.800000000000004,False,16,
